true_distance,mean_error,std_error
3.0,3.621322113751176,4.19209762831414
5.0,-0.9176384706833277,1.3855401692086093
7.0,2.5538330350147,2.093732135304931
10.0,-6.111011944153037,3.9863082449046177
13.0,-2.364329655307055,4.137416711501135
15.0,-2.2844322344322285,2.061794735458014
17.0,-1.105425857378961,3.4998655836383694
20.0,0.5217272538471226,2.7105100042495875
