true_distance,mean_error,std_error
3.0,0.03621322113751176,0.0419209762831414
5.0,-0.009176384706833277,0.013855401692086093
7.0,0.025538330350147003,0.020937321353049314
10.0,-0.061110119441530365,0.039863082449046176
13.0,-0.023643296553070552,0.04137416711501135
15.0,-0.022844322344322283,0.02061794735458014
17.0,-0.01105425857378961,0.034998655836383695
20.0,0.005217272538471225,0.027105100042495875
