31859,1,2.972,0.752,Pedestrian
31864,0,2.984,0.911,Pedestrian
31865,0,2.994,0.890,Pedestrian
31866,0,2.973,0.924,Pedestrian
31867,0,2.983,0.918,Pedestrian
31868,0,2.993,0.840,Pedestrian
31869,1,2.981,0.745,Pedestrian
31870,1,2.979,0.724,Pedestrian
31871,0,2.974,0.950,Pedestrian
31873,0,2.973,0.935,Pedestrian
31874,1,2.958,0.835,Pedestrian
31875,1,2.992,0.802,Pedestrian
31876,0,3.010,0.925,Pedestrian
31877,0,3.030,0.897,Pedestrian
31878,1,3.065,0.835,Pedestrian
31879,1,3.069,0.755,Pedestrian
31881,1,3.060,0.788,Pedestrian
31882,1,3.043,0.872,Pedestrian
31883,1,3.059,0.810,Pedestrian
31884,0,3.036,0.937,Pedestrian
31885,1,3.011,0.799,Pedestrian
31886,0,3.009,0.788,Pedestrian
31887,1,2.968,0.728,Pedestrian
31888,0,2.991,0.904,Pedestrian
31889,0,2.988,0.825,Pedestrian
31891,0,3.002,0.789,Pedestrian
31892,0,2.950,0.846,Pedestrian
31893,0,2.974,0.850,Pedestrian
31894,0,2.988,0.955,Pedestrian
31895,0,2.974,0.815,Pedestrian
31896,0,2.957,0.837,Pedestrian
31897,0,3.004,0.872,Pedestrian
31898,0,2.962,0.835,Pedestrian
31899,0,2.959,0.833,Pedestrian
31900,0,2.980,0.860,Pedestrian
31901,0,3.004,0.836,Pedestrian
31902,0,3.020,0.954,Pedestrian
31903,0,3.039,0.739,Pedestrian
31904,1,3.016,0.810,Pedestrian
31905,0,3.047,0.715,Pedestrian
31906,0,3.039,0.843,Pedestrian
31907,0,3.053,0.922,Pedestrian
31908,0,3.031,0.848,Pedestrian
31909,0,2.990,0.967,Pedestrian
31910,0,2.982,0.958,Pedestrian
31911,0,2.976,0.956,Pedestrian
31912,0,2.955,0.902,Pedestrian
31913,0,2.976,0.806,Pedestrian
31914,1,2.971,0.780,Pedestrian
31915,0,2.981,0.885,Pedestrian
31916,0,2.963,0.944,Pedestrian
31917,0,2.981,0.956,Pedestrian
31918,0,2.988,0.885,Pedestrian
31919,0,2.978,0.889,Pedestrian
31920,1,2.961,0.776,Pedestrian
31921,0,2.955,0.894,Pedestrian
31922,0,2.955,0.887,Pedestrian
31923,0,2.967,0.847,Pedestrian
31924,0,2.964,0.890,Pedestrian
31925,0,2.959,0.759,Pedestrian
31926,0,2.960,0.878,Pedestrian
31927,0,2.970,0.923,Pedestrian
31928,0,2.998,0.840,Pedestrian
31929,0,3.005,0.799,Pedestrian
31930,0,3.001,0.877,Pedestrian
31932,0,3.018,0.891,Pedestrian
31933,0,2.995,0.956,Pedestrian
31934,0,3.005,0.927,Pedestrian
31935,0,2.999,0.948,Pedestrian
31936,0,2.985,0.878,Pedestrian
31937,0,2.940,0.773,Pedestrian
31938,0,2.968,0.834,Pedestrian
31943,0,2.854,0.827,Pedestrian
31944,0,2.875,0.790,Pedestrian
31945,0,2.915,0.896,Pedestrian
31946,0,2.875,0.756,Pedestrian
31947,0,2.868,0.834,Pedestrian
31948,0,2.874,0.844,Pedestrian
31949,1,2.890,0.838,Pedestrian
31950,0,2.915,0.890,Pedestrian
31951,0,2.926,0.874,Pedestrian
31952,0,2.912,0.907,Pedestrian
31953,1,2.896,0.773,Pedestrian
31954,0,2.925,0.858,Pedestrian
31955,0,2.964,0.901,Pedestrian
31956,0,2.997,0.957,Pedestrian
31957,0,3.000,0.956,Pedestrian
31958,0,2.972,0.916,Pedestrian
31959,0,2.982,0.911,Pedestrian
31960,0,2.964,0.929,Pedestrian
31961,0,2.986,0.949,Pedestrian
31962,0,2.980,0.929,Pedestrian
31963,0,2.981,0.905,Pedestrian
31964,0,2.996,0.893,Pedestrian
31965,0,2.971,0.949,Pedestrian
31966,0,2.979,0.801,Pedestrian
31967,0,2.981,0.945,Pedestrian
31968,0,2.982,0.940,Pedestrian
31969,0,2.988,0.888,Pedestrian
31970,0,2.975,0.943,Pedestrian
31971,0,2.979,0.954,Pedestrian
31972,0,2.982,0.940,Pedestrian
31973,0,2.972,0.917,Pedestrian
31974,0,2.986,0.927,Pedestrian
31975,0,2.993,0.932,Pedestrian
31976,0,2.986,0.953,Pedestrian
